iter	Logloss
489	0.3757391068
490	0.3756422649
491	0.3755199412
492	0.3754116128
493	0.3753712497
494	0.3752569515
495	0.3751707697
496	0.3750788658
497	0.3749892913
498	0.3748998243
499	0.3747967798
500	0.3747411706
501	0.3746429004
502	0.3745456557
503	0.3744867414
504	0.374392948
505	0.3743089843
506	0.3741941518
507	0.3740236808
508	0.3739345052
509	0.3738668819
510	0.3737620625
511	0.3736632585
512	0.373602579
513	0.3735464126
514	0.373438544
515	0.3733396817
516	0.3732091657
517	0.373092579
518	0.3730079081
519	0.3728990754
520	0.3728417544
521	0.3727081612
522	0.3725419361
523	0.3723770407
524	0.372236806
525	0.3721258609
526	0.3720089265
527	0.3719326442
528	0.3718847378
529	0.3718274643
530	0.3717462698
531	0.3716564334
532	0.3715639702
533	0.3714850541
534	0.3713993158
535	0.3712890804
536	0.3711374667
537	0.3710075878
538	0.3708754227
539	0.3707272974
540	0.3706557289
541	0.3705501457
542	0.3704705614
543	0.3704020767
544	0.3702859926
545	0.3702234437
546	0.370149032
547	0.3700321805
548	0.3699419188
549	0.3698148738
550	0.3697428428
551	0.3697056075
552	0.3696332924
553	0.3695014389
554	0.3693862357
555	0.3693074288
556	0.3691889425
557	0.3690669988
558	0.3689348741
559	0.3687863052
560	0.3686989494
561	0.368613306
562	0.368503964
563	0.3683888036
564	0.3682943156
565	0.36817568
566	0.3680728058
567	0.3680038495
568	0.3678481461
569	0.3677269435
570	0.3676295385
571	0.3675154414
572	0.367415561
573	0.367350647
574	0.3672330961
575	0.36713964
576	0.367024997
577	0.3669495698
578	0.3668703569
579	0.3668066311
580	0.3667037403
581	0.3665497643
582	0.3664386164
583	0.366343144
584	0.3662918223
585	0.3661493314
586	0.3660523491
587	0.365959956
588	0.3658523957
589	0.3658032606
590	0.3657473965
591	0.3656653671
592	0.3655950379
593	0.365524482
594	0.3654305894
595	0.365337357
596	0.3652272997
597	0.3651280416
598	0.3650447896
599	0.3649824172
600	0.36489706
601	0.3648415976
602	0.3647134072
603	0.3646305292
604	0.3645272034
605	0.3643785532
606	0.3643130152
607	0.3642461719
608	0.364163738
609	0.3640925981
610	0.364016429
611	0.3639609432
612	0.3638522196
613	0.3637464611
614	0.3637184806
615	0.3635606544
616	0.3634396668
617	0.3633353411
618	0.3632438203
619	0.3631708301
620	0.3631072496
621	0.3630040885
622	0.3629517691
623	0.3628616817
624	0.3627223336
625	0.3626328015
626	0.3625603454
627	0.3624650647
628	0.3624045048
629	0.3623139563
630	0.3622414274
631	0.3621101653
632	0.3619572684
633	0.3618825295
634	0.3617588867
635	0.3616923908
636	0.3616078529
637	0.3614568115
638	0.3613530805
639	0.3612342812
640	0.361154076
641	0.3610707672
642	0.3609813174
643	0.3609086006
644	0.3607771587
645	0.3606611708
646	0.3606047866
647	0.3605425707
648	0.3604409159
649	0.3603861978
650	0.3602962915
651	0.3602059909
652	0.3601046587
653	0.3600095317
654	0.3598841691
655	0.3597815444
656	0.3597265933
657	0.359671858
658	0.3595788371
659	0.359450323
660	0.3593663187
661	0.3592772724
662	0.359155923
663	0.3590934077
664	0.3589580677
665	0.3588660624
666	0.3588345581
667	0.3587720013
668	0.3586245596
669	0.3585360518
670	0.3585049283
671	0.358439925
672	0.358360172
673	0.3582751129
674	0.358198997
675	0.3581235709
676	0.3580098977
677	0.3579650034
678	0.3578928419
679	0.3578026858
680	0.357744786
681	0.3576692875
682	0.357518951
683	0.3573961336
684	0.3573082678
685	0.3571952393
686	0.3570995664
687	0.3569895036
688	0.3569349958
689	0.3568331915
690	0.3567554943
691	0.3566615101
692	0.3566245106
693	0.3565884126
694	0.3564846086
695	0.356412807
696	0.3563443222
697	0.3563011422
698	0.3562201343
699	0.3561673391
700	0.3560842323
701	0.3560017674
702	0.3559435853
703	0.3558955704
704	0.3558392539
705	0.3557242768
706	0.3556539986
707	0.3555636133
708	0.3554197924
709	0.3553573255
710	0.3552923354
711	0.3552206782
712	0.3551293676
713	0.3550245745
714	0.3549422601
715	0.3548616122
716	0.3547351068
717	0.3546579988
718	0.3546139572
719	0.3545288827
720	0.3544425466
721	0.3543839087
722	0.3543269565
723	0.3542364936
724	0.3540978802
725	0.3540335278
726	0.3538713079
727	0.3538230442
728	0.353723191
729	0.3535809192
730	0.3534859071
731	0.3533865425
732	0.3532346371
733	0.3531299797
734	0.3530209173
735	0.3529719578
736	0.3528566447
737	0.3527415423
738	0.3526860028
739	0.3526134818
740	0.3525196301
741	0.3524227672
742	0.3523253939
743	0.3522335107
744	0.3521091352
745	0.3520800001
746	0.3519911544
747	0.3519310678
748	0.3517897716
749	0.3517224788
750	0.3516617607
751	0.3515739258
752	0.3514751795
753	0.3513910437
754	0.3512997939
755	0.3512047146
756	0.3511273985
757	0.3510223885
758	0.3509607503
759	0.3508877843
760	0.3508476762
761	0.3507440589
762	0.3506164925
763	0.3505196495
764	0.3504399308
765	0.350331754
766	0.3502381017
767	0.3501466445
768	0.3500867169
769	0.3499788761
770	0.3499167707
771	0.3498396203
772	0.3497411139
773	0.3496388757
774	0.3495413013
775	0.349509451
776	0.3494385059
777	0.3493407596
778	0.3492324484
779	0.3490856478
780	0.3490355112
781	0.3489966252
782	0.3489489234
783	0.3488697608
784	0.3487812891
785	0.3487553544
786	0.3486673333
787	0.348584706
788	0.3485217443
789	0.3484527848
790	0.3483528116
791	0.3482514729
792	0.3481602355
793	0.3480742125
794	0.3480058983
795	0.3479274899
796	0.347787586
797	0.3477227504
798	0.347599695
799	0.3475097914
800	0.3474257187
801	0.3473303961
802	0.3472685352
803	0.3471125406
804	0.3469829107
805	0.3468583067
806	0.3468231729
807	0.3467577945
808	0.3467138477
809	0.3466681144
810	0.3466110528
811	0.3465280995
812	0.3464403348
813	0.3463482723
814	0.3462600672
815	0.3461575432
816	0.3460753109
817	0.3459888032
818	0.3459062242
819	0.3457914271
820	0.3456839578
821	0.3456282796
822	0.3455642821
823	0.3454981468
824	0.3453792309
825	0.3452706473
826	0.3451488995
827	0.3450702611
828	0.3449846993
829	0.3448930494
830	0.3448095342
831	0.3447383969
832	0.3446813793
833	0.3445983456
834	0.3444950377
835	0.3444060691
836	0.3443330016
837	0.3442476184
838	0.3441458124
839	0.3440698745
840	0.3439632838
841	0.3438637033
842	0.3437933066
843	0.3436733287
844	0.3435838025
845	0.3435023414
846	0.3434046184
847	0.3433028438
848	0.3432077927
849	0.3431243715
850	0.3429631494
851	0.3428543
852	0.3427181563
853	0.3426595963
854	0.3426214386
855	0.3425684879
856	0.3424885876
857	0.3424027327
858	0.3423049548
859	0.34223663
860	0.3421282532
861	0.3420735728
862	0.3419600225
863	0.3418520104
864	0.3417511459
865	0.3416561133
866	0.3415665747
867	0.3415192355
868	0.3414274682
869	0.3413449306
870	0.3411976612
871	0.3411318101
872	0.3410167298
873	0.3409526459
874	0.340892209
875	0.3407643594
876	0.3407098588
877	0.3406339932
878	0.3405662225
879	0.3404605256
880	0.3403997037
881	0.3403749764
882	0.3403151379
883	0.3402403934
884	0.340211752
885	0.3401462815
886	0.3400725262
887	0.3400064665
888	0.3398583512
889	0.3398002401
890	0.3397206929
891	0.3396588539
892	0.3395474128
893	0.3395085667
894	0.3394948989
895	0.3394063979
896	0.3393113466
897	0.3392405447
898	0.3391574937
899	0.3391053632
900	0.3390457806
901	0.338939351
902	0.3388252449
903	0.3387757126
904	0.3387156585
905	0.3386455034
906	0.3385613842
907	0.3384752875
908	0.3383818494
909	0.3382622918
910	0.3381748801
911	0.3381064541
912	0.3380516811
913	0.3379566054
914	0.3378925121
915	0.3377801214
916	0.337699563
917	0.3376401111
918	0.3375299363
919	0.3374294812
920	0.3373443969
921	0.3372568852
922	0.3371977924
923	0.3371186155
924	0.337000408
925	0.3369367403
926	0.336878655
927	0.3367713361
928	0.3367247032
929	0.3366848064
930	0.3366141273
931	0.3365502063
932	0.3364410024
933	0.3363804314
934	0.3363380209
935	0.3362832456
936	0.3362367404
937	0.3361794879
938	0.3361174663
939	0.3360089542
940	0.3359500322
941	0.3358713222
942	0.3357843885
943	0.3357086474
944	0.3356042445
945	0.3355722699
946	0.3355280877
947	0.3354776093
948	0.3353780151
949	0.3352787828
950	0.335203608
951	0.335136576
952	0.3350222396
953	0.3349484091
954	0.3348260781
955	0.3347513534
956	0.3347050711
957	0.3346472076
958	0.3345844349
959	0.3345116071
960	0.3344186948
961	0.334339146
962	0.3342490707
963	0.3341625878
964	0.3340621348
965	0.3339891331
966	0.3339419649
967	0.3338945283
968	0.3338357683
969	0.3337841413
970	0.3336897068
971	0.333560541
972	0.3334753456
973	0.3333857677
974	0.3333050341
975	0.3332369443
976	0.3332069862
977	0.3331318689
978	0.3330638031
979	0.332984811
980	0.3329355084
981	0.3328885178
982	0.3327578883
983	0.3326477829
984	0.3325689537
985	0.3325287219
986	0.3324660502
987	0.3323729562
988	0.3322790683
989	0.332168444
990	0.3320915139
991	0.3320259825
992	0.3319143597
993	0.3317887551
994	0.331708685
995	0.331623913
996	0.3315126323
997	0.3314654441
998	0.3313546293
999	0.3312981687
